VEMCO DATA LOG,2.0.0,fathom_connect-4.0.2-20240717-2071e7-release,vdatapi-10.6.0-20240716-1903df-release
RECORD TYPE,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD
ATTITUDE_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Tilt (deg)
BATTERY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Battery Position,Battery Type,Battery Serial Number,Battery Voltage (V),Battery Remaining (%)
CFG_CHANNEL_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Channel,Detection Type,Frequency (kHz),Blanking (ms),Map ID,Coding ID
CFG_STATION_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Station Name,Latitude (deg),Longitude (deg)
CFG_STUDY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Description
CFG_TRANSMITTER_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Transmission Type,Full ID,ID,Power Level,Min Delay (s),Max Delay (s)
CLOCK_REF_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Difference (s),Source
CLOCK_SET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),Prior Difference (s),Source
DATA_ERROR_DESC,Type,Error,Page,Offset,Description
DATA_SOURCE_FILE_DESC,File Name,UUID,Type,Size,State
DEPTH_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth (m)
DEPTH_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth Min (m),Depth Max (m),Depth Mean (m),Sample Count,Accumulation Period (s)
DET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Channel,Detection Type,Full ID,ID,Raw Data,Transmitter Serial,Signal Strength (dB),Noise (dB),Gain (dB),Quality Score,Station Name,Latitude,Longitude,GPS HDOP
DET,2024-07-29 15:47:45.804214,2024-07-29 15:47:45.747203,,-0.057010787,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:47:50.804336,2024-07-29 15:47:50.747239,,-0.057096063,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:47:56.160018,2024-07-29 15:47:56.10283,,-0.057187403,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:48:00.804595,2024-07-29 15:48:00.747328,,-0.057266616,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:48:05.804733,2024-07-29 15:48:05.747381,,-0.057351892,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:48:10.804855,2024-07-29 15:48:10.747417,,-0.057437168,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:48:15.804992,2024-07-29 15:48:15.747469,,-0.057522444,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:48:20.805114,2024-07-29 15:48:20.747506,,-0.057607720,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:48:25.805236,2024-07-29 15:48:25.747543,,-0.057692996,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:48:27.720809,2024-07-29 15:48:27.663083,,-0.057725666,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:48:30.805374,2024-07-29 15:48:30.747595,,-0.057778272,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:48:35.805496,2024-07-29 15:48:35.747632,,-0.057863548,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:48:40.805633,2024-07-29 15:48:40.747684,,-0.057948824,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:48:45.805755,2024-07-29 15:48:45.74772,,-0.058034100,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:48:50.805862,2024-07-29 15:48:50.747742,,-0.058119376,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:48:55.805999,2024-07-29 15:48:55.747794,,-0.058204652,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:48:59.281616,2024-07-29 15:48:59.223352,,-0.058263928,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:49:00.806121,2024-07-29 15:49:00.747831,,-0.058289928,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:49:05.806259,2024-07-29 15:49:05.747883,,-0.058375205,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:49:10.806381,2024-07-29 15:49:10.74792,,-0.058460481,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:49:15.806518,2024-07-29 15:49:15.747972,,-0.058545757,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:49:20.80664,2024-07-29 15:49:20.748008,,-0.058631033,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:49:25.806762,2024-07-29 15:49:25.748045,,-0.058716309,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:49:30.842437,2024-07-29 15:49:30.783634,,-0.058802191,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:49:35.807022,2024-07-29 15:49:35.748135,,-0.058886861,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:49:40.807159,2024-07-29 15:49:40.748186,,-0.058972137,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:49:45.807281,2024-07-29 15:49:45.748223,,-0.059057413,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:49:50.807388,2024-07-29 15:49:50.748245,,-0.059142689,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:49:55.80754,2024-07-29 15:49:55.748312,,-0.059227965,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DIAG_HR2,2024-07-29 15:50:00,2024-07-29 15:49:59.9407,,-0.059299467,HR2-180,461360,83,20,0,1,0,0,0,0,12
TEMP,2024-07-29 15:50:00,2024-07-29 15:49:59.9407,,-0.059299467,HR2-180,461360,28.0,26.3
ATTITUDE,2024-07-29 15:50:00,2024-07-29 15:49:59.9407,,-0.059299467,HR2-180,461360,83
DET,2024-07-29 15:50:02.403213,2024-07-29 15:50:02.343872,,-0.059340453,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:50:05.8078,2024-07-29 15:50:05.748401,,-0.059398518,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:50:10.807907,2024-07-29 15:50:10.748423,,-0.059483793,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:50:15.808059,2024-07-29 15:50:15.748489,,-0.059569070,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:50:20.808166,2024-07-29 15:50:20.748511,,-0.059654346,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:50:25.808288,2024-07-29 15:50:25.748548,,-0.059739622,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:50:30.808425,2024-07-29 15:50:30.7486,,-0.059824898,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:50:33.964035,2024-07-29 15:50:33.904156,,-0.059878716,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:50:35.808547,2024-07-29 15:50:35.748636,,-0.059910174,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:50:40.808685,2024-07-29 15:50:40.748689,,-0.059995450,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:50:45.808807,2024-07-29 15:50:45.748726,,-0.060080726,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:50:50.808929,2024-07-29 15:50:50.748762,,-0.060166002,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:50:55.809066,2024-07-29 15:50:55.748814,,-0.060251278,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:51:00.809188,2024-07-29 15:51:00.748851,,-0.060336554,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:51:05.524841,2024-07-29 15:51:05.464424,,-0.060416979,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:51:05.809326,2024-07-29 15:51:05.748904,,-0.060421830,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:51:10.809448,2024-07-29 15:51:10.74894,,-0.060507106,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:51:15.809585,2024-07-29 15:51:15.748992,,-0.060592383,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:51:20.809707,2024-07-29 15:51:20.749029,,-0.060677659,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:51:25.809814,2024-07-29 15:51:25.749051,,-0.060762934,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:51:30.809967,2024-07-29 15:51:30.749118,,-0.060848211,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:51:37.085632,2024-07-29 15:51:37.024676,,-0.060955241,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:51:40.810226,2024-07-29 15:51:40.749207,,-0.061018763,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:51:45.810333,2024-07-29 15:51:45.749228,,-0.061104039,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:51:50.810455,2024-07-29 15:51:50.749265,,-0.061189315,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:51:55.810592,2024-07-29 15:51:55.749317,,-0.061274591,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:52:00.810714,2024-07-29 15:52:00.749354,,-0.061359867,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:52:05.810852,2024-07-29 15:52:05.749406,,-0.061445143,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:52:08.646453,2024-07-29 15:52:08.584959,,-0.061493504,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:52:10.810974,2024-07-29 15:52:10.749443,,-0.061530419,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:52:15.811096,2024-07-29 15:52:15.74948,,-0.061615695,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:52:20.811233,2024-07-29 15:52:20.749532,,-0.061700971,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:52:25.811355,2024-07-29 15:52:25.749568,,-0.061786247,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:52:30.811492,2024-07-29 15:52:30.74962,,-0.061871524,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:52:35.811599,2024-07-29 15:52:35.749642,,-0.061956799,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:52:40.207244,2024-07-29 15:52:40.145212,,-0.062031766,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:52:40.811752,2024-07-29 15:52:40.749709,,-0.062042076,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:52:45.811859,2024-07-29 15:52:45.749731,,-0.062127352,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:52:50.811981,2024-07-29 15:52:50.749768,,-0.062212627,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:52:55.812118,2024-07-29 15:52:55.74982,,-0.062297904,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:53:00.81224,2024-07-29 15:53:00.749856,,-0.062383180,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:53:05.812377,2024-07-29 15:53:05.749908,,-0.062468456,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:53:11.768051,2024-07-29 15:53:11.70548,,-0.062570029,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:53:15.812622,2024-07-29 15:53:15.749982,,-0.062639008,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:53:20.812759,2024-07-29 15:53:20.750034,,-0.062724284,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:53:25.812881,2024-07-29 15:53:25.750071,,-0.062809560,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:53:30.813018,2024-07-29 15:53:30.750123,,-0.062894836,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:53:35.81314,2024-07-29 15:53:35.750159,,-0.062980112,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:53:40.813278,2024-07-29 15:53:40.750212,,-0.063065389,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:53:43.328872,2024-07-29 15:53:43.265763,,-0.063108291,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:53:45.8134,2024-07-29 15:53:45.750249,,-0.063150665,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:53:50.813507,2024-07-29 15:53:50.750271,,-0.063235940,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:53:55.813659,2024-07-29 15:53:55.750337,,-0.063321217,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:54:00.813766,2024-07-29 15:54:00.750359,,-0.063406492,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:54:05.813919,2024-07-29 15:54:05.750427,,-0.063491769,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:54:10.814025,2024-07-29 15:54:10.750447,,-0.063577045,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:54:14.889648,2024-07-29 15:54:14.826001,,-0.063646554,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:54:15.814178,2024-07-29 15:54:15.750515,,-0.063662321,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:54:20.814285,2024-07-29 15:54:20.750537,,-0.063747597,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:54:25.814407,2024-07-29 15:54:25.750574,,-0.063832873,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:54:30.814544,2024-07-29 15:54:30.750625,,-0.063918149,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:54:35.814666,2024-07-29 15:54:35.750662,,-0.064003425,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:54:40.814804,2024-07-29 15:54:40.750715,,-0.064088701,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:54:46.450469,2024-07-29 15:54:46.386284,,-0.064184816,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:54:50.815048,2024-07-29 15:54:50.750788,,-0.064259253,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:54:55.815185,2024-07-29 15:54:55.75084,,-0.064344530,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:55:00.815307,2024-07-29 15:55:00.750877,,-0.064429805,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:55:05.815444,2024-07-29 15:55:05.750928,,-0.064515082,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:55:10.815567,2024-07-29 15:55:10.750966,,-0.064600358,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:55:15.815704,2024-07-29 15:55:15.751018,,-0.064685634,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:55:18.011276,2024-07-29 15:55:17.946552,,-0.064723079,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:55:20.815826,2024-07-29 15:55:20.751055,,-0.064770910,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:55:25.815933,2024-07-29 15:55:25.751076,,-0.064856186,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:55:30.81607,2024-07-29 15:55:30.751128,,-0.064941462,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:55:35.816192,2024-07-29 15:55:35.751165,,-0.065026738,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:55:40.816329,2024-07-29 15:55:40.751216,,-0.065112014,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:55:45.816452,2024-07-29 15:55:45.751254,,-0.065197290,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:55:49.572067,2024-07-29 15:55:49.506805,,-0.065261341,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:55:50.816574,2024-07-29 15:55:50.751291,,-0.065282566,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:55:55.816711,2024-07-29 15:55:55.751343,,-0.065367842,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:56:00.816833,2024-07-29 15:56:00.751379,,-0.065453118,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:56:05.81697,2024-07-29 15:56:05.751431,,-0.065538394,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:56:10.817092,2024-07-29 15:56:10.751468,,-0.065623670,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:56:15.81723,2024-07-29 15:56:15.751521,,-0.065708947,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:56:21.132888,2024-07-29 15:56:21.067088,,-0.065799604,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:56:25.817459,2024-07-29 15:56:25.751579,,-0.065879498,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:56:30.817611,2024-07-29 15:56:30.751646,,-0.065964775,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:56:35.817718,2024-07-29 15:56:35.751667,,-0.066050051,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:56:40.817871,2024-07-29 15:56:40.751735,,-0.066135327,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:56:45.817977,2024-07-29 15:56:45.751756,,-0.066220603,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:56:50.818099,2024-07-29 15:56:50.751793,,-0.066305879,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:56:52.693695,2024-07-29 15:56:52.627357,,-0.066337867,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:56:55.818237,2024-07-29 15:56:55.751845,,-0.066391155,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:57:00.818359,2024-07-29 15:57:00.751882,,-0.066476431,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:57:05.818496,2024-07-29 15:57:05.751934,,-0.066561707,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:57:10.818618,2024-07-29 15:57:10.751971,,-0.066646983,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:57:15.818756,2024-07-29 15:57:15.752023,,-0.066732259,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:57:20.818878,2024-07-29 15:57:20.75206,,-0.066817535,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:57:24.254486,2024-07-29 15:57:24.187609,,-0.066876129,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:57:25.819,2024-07-29 15:57:25.752097,,-0.066902811,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:57:30.819137,2024-07-29 15:57:30.752148,,-0.066988088,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:57:35.819259,2024-07-29 15:57:35.752185,,-0.067073364,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:57:40.819396,2024-07-29 15:57:40.752237,,-0.067158640,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:57:45.819519,2024-07-29 15:57:45.752275,,-0.067243916,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:57:50.819656,2024-07-29 15:57:50.752326,,-0.067329192,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:57:55.815307,2024-07-29 15:57:55.747892,,-0.067414392,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:58:00.819885,2024-07-29 15:58:00.752385,,-0.067499744,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:58:05.820037,2024-07-29 15:58:05.752451,,-0.067585020,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:58:10.820144,2024-07-29 15:58:10.752473,,-0.067670296,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:58:15.820297,2024-07-29 15:58:15.752541,,-0.067755572,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:58:20.820404,2024-07-29 15:58:20.752563,,-0.067840848,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:58:27.376113,2024-07-29 15:58:27.30816,,-0.067952654,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:58:30.820663,2024-07-29 15:58:30.752651,,-0.068011400,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:58:35.820785,2024-07-29 15:58:35.752688,,-0.068096676,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:58:40.820922,2024-07-29 15:58:40.75274,,-0.068181953,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:58:45.821044,2024-07-29 15:58:45.752776,,-0.068267229,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:58:50.821182,2024-07-29 15:58:50.752829,,-0.068352505,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:58:55.821304,2024-07-29 15:58:55.752866,,-0.068437781,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:58:58.936904,2024-07-29 15:58:58.868413,,-0.068490917,HR2-180,461360,1,PPM_SELF,A180-1702-62360,62360,,,,,,,,,,
DET,2024-07-29 15:59:00.821426,2024-07-29 15:59:00.752902,,-0.068523057,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
DET,2024-07-29 15:59:05.821563,2024-07-29 15:59:05.752954,,-0.068608333,HR2-180,461360,3,HR_SELF,H170-1802-62360,62360,,,,,,10,,,,
